1	2.7552E-04	3.3270E-05
2	6.7937E-05	2.3447E-06
3	2.9867E-05	4.7613E-07
4	1.6705E-05	1.5121E-07
5	1.0656E-05	6.1550E-08
6	7.3847E-06	2.9614E-08
7	5.4179E-06	1.5941E-08
8	4.1440E-06	9.3098E-09
9	3.2720E-06	5.7867E-09
10	2.6488E-06	3.7796E-09
11	2.1883E-06	2.6209E-09
12	1.8382E-06	1.8894E-09
13	1.5658E-06	1.4073E-09
14	1.3498E-06	1.0777E-09
15	1.1756E-06	8.4433E-10
16	1.0331E-06	6.7736E-10
17	9.1503E-07	5.5434E-10
18	8.1609E-07	4.6160E-10
19	7.3238E-07	3.9028E-10
20	6.6092E-07	3.3449E-10
21	5.9943E-07	2.9015E-10
22	5.4615E-07	2.5441E-10
23	4.9966E-07	2.2525E-10
24	4.5887E-07	2.0118E-10
25	4.2287E-07	1.8112E-10
26	3.9095E-07	1.6422E-10
27	3.6251E-07	1.4988E-10
28	3.3707E-07	1.3761E-10
29	3.1422E-07	1.2704E-10
30	2.9361E-07	1.1787E-10
31	2.7497E-07	1.0986E-10
32	2.5805E-07	1.0284E-10
33	2.4264E-07	9.6648E-11
34	2.2857E-07	9.1159E-11
35	2.1569E-07	8.6274E-11
36	2.0388E-07	8.1907E-11
37	1.9300E-07	7.7990E-11
38	1.8297E-07	7.4465E-11
39	1.7371E-07	7.1281E-11
40	1.6513E-07	6.8295E-11
41	1.5717E-07	6.5621E-11
42	1.4978E-07	6.3150E-11
43	1.4289E-07	6.0862E-11
44	1.3646E-07	5.8739E-11
45	1.3047E-07	5.6762E-11
46	1.2486E-07	5.4922E-11
47	1.1960E-07	5.3201E-11
48	1.1466E-07	5.1591E-11
49	1.1003E-07	5.0083E-11
50	1.0567E-07	4.8505E-11
