3.00E-02	6.74E-02	4.57E-03
3.04E-02	6.58E-02	4.36E-03
3.08E-02	6.41E-02	4.17E-03
3.13E-02	6.25E-02	3.99E-03
3.17E-02	6.08E-02	3.82E-03
3.22E-02	5.92E-02	3.65E-03
3.26E-02	5.77E-02	3.50E-03
3.31E-02	5.62E-02	3.35E-03
3.35E-02	5.46E-02	3.20E-03
3.40E-02	5.32E-02	3.06E-03
3.45E-02	5.17E-02	2.93E-03
3.49E-02	5.03E-02	2.81E-03
3.54E-02	4.89E-02	2.69E-03
3.59E-02	4.75E-02	2.58E-03
3.64E-02	4.62E-02	2.47E-03
3.69E-02	4.49E-02	2.37E-03
3.74E-02	4.36E-02	2.28E-03
3.80E-02	4.23E-02	2.17E-03
3.85E-02	4.11E-02	2.08E-03
3.90E-02	3.99E-02	2.00E-03
3.96E-02	3.88E-02	1.92E-03
4.01E-02	3.76E-02	1.84E-03
4.07E-02	3.64E-02	1.76E-03
4.12E-02	3.53E-02	1.68E-03
4.18E-02	3.41E-02	1.61E-03
4.24E-02	3.30E-02	1.55E-03
4.30E-02	3.19E-02	1.48E-03
4.36E-02	3.08E-02	1.43E-03
4.42E-02	2.97E-02	1.37E-03
4.48E-02	2.86E-02	1.32E-03
4.54E-02	2.74E-02	1.28E-03
4.61E-02	2.62E-02	1.24E-03
4.67E-02	2.49E-02	1.23E-03
4.74E-02	2.37E-02	1.25E-03
4.80E-02	2.27E-02	1.30E-03
4.87E-02	2.21E-02	1.39E-03
4.94E-02	2.24E-02	1.53E-03
5.01E-02	2.37E-02	1.51E-03
5.08E-02	2.45E-02	1.27E-03
5.15E-02	2.38E-02	1.06E-03
5.22E-02	2.25E-02	9.27E-04
5.29E-02	2.10E-02	8.66E-04
5.37E-02	1.99E-02	8.33E-04
5.44E-02	1.88E-02	8.07E-04
5.52E-02	1.79E-02	7.98E-04
5.59E-02	1.71E-02	8.08E-04
5.67E-02	1.65E-02	8.18E-04
5.75E-02	1.61E-02	7.83E-04
5.83E-02	1.54E-02	7.38E-04
5.91E-02	1.46E-02	7.07E-04
5.99E-02	1.37E-02	6.98E-04
6.08E-02	1.30E-02	7.00E-04
6.16E-02	1.23E-02	7.05E-04
6.25E-02	1.16E-02	7.12E-04
6.34E-02	1.10E-02	7.23E-04
6.42E-02	1.04E-02	7.39E-04
6.51E-02	9.83E-03	7.58E-04
6.60E-02	9.32E-03	7.77E-04
6.70E-02	8.83E-03	8.02E-04
6.79E-02	8.39E-03	8.29E-04
6.88E-02	8.01E-03	8.63E-04
6.98E-02	7.72E-03	9.00E-04
7.08E-02	7.61E-03	9.32E-04
7.18E-02	7.43E-03	9.48E-04
7.28E-02	7.25E-03	9.66E-04
7.38E-02	7.09E-03	9.86E-04
7.48E-02	6.97E-03	1.01E-03
7.58E-02	6.87E-03	1.02E-03
7.69E-02	6.79E-03	1.04E-03
7.80E-02	6.72E-03	1.06E-03
7.91E-02	6.71E-03	1.08E-03
8.02E-02	6.78E-03	1.10E-03
8.13E-02	6.90E-03	1.11E-03
8.24E-02	7.00E-03	1.11E-03
8.36E-02	7.08E-03	1.12E-03
8.47E-02	7.16E-03	1.12E-03
8.59E-02	7.26E-03	1.12E-03
8.71E-02	7.40E-03	1.12E-03
8.83E-02	7.52E-03	1.11E-03
8.96E-02	7.65E-03	1.10E-03
9.08E-02	7.80E-03	1.10E-03
9.21E-02	7.98E-03	1.09E-03
9.33E-02	8.16E-03	1.07E-03
9.46E-02	8.32E-03	1.05E-03
9.60E-02	8.49E-03	1.03E-03
9.73E-02	8.66E-03	9.99E-04
9.87E-02	8.80E-03	9.71E-04
1.00E-01	8.94E-03	9.42E-04
1.01E-01	9.07E-03	9.06E-04
1.03E-01	9.17E-03	8.66E-04
1.04E-01	9.22E-03	8.27E-04
1.06E-01	9.24E-03	7.89E-04
1.07E-01	9.26E-03	7.53E-04
1.09E-01	9.32E-03	7.20E-04
1.10E-01	9.39E-03	6.74E-04
1.12E-01	9.39E-03	6.21E-04
1.13E-01	9.30E-03	5.70E-04
1.15E-01	9.15E-03	5.23E-04
1.16E-01	8.98E-03	4.80E-04
1.18E-01	8.78E-03	4.40E-04
1.20E-01	8.57E-03	4.05E-04
1.21E-01	8.35E-03	3.71E-04
1.23E-01	8.13E-03	3.42E-04
1.25E-01	7.91E-03	3.14E-04
1.27E-01	7.68E-03	2.89E-04
1.28E-01	7.46E-03	2.65E-04
1.30E-01	7.25E-03	2.44E-04
1.32E-01	7.03E-03	2.22E-04
1.34E-01	6.81E-03	2.02E-04
1.36E-01	6.59E-03	1.84E-04
1.38E-01	6.38E-03	1.68E-04
1.39E-01	6.17E-03	1.54E-04
1.41E-01	5.96E-03	1.40E-04
1.43E-01	5.76E-03	1.29E-04
1.45E-01	5.56E-03	1.17E-04
1.47E-01	5.37E-03	1.08E-04
1.49E-01	5.18E-03	9.89E-05
1.52E-01	5.01E-03	9.07E-05
1.54E-01	4.84E-03	8.28E-05
1.56E-01	4.67E-03	7.44E-05
1.58E-01	4.51E-03	6.68E-05
1.60E-01	4.34E-03	6.01E-05
1.62E-01	4.17E-03	5.43E-05
1.65E-01	4.01E-03	4.97E-05
1.67E-01	3.85E-03	4.62E-05
1.69E-01	3.70E-03	4.37E-05
1.72E-01	3.56E-03	4.15E-05
1.74E-01	3.43E-03	3.96E-05
1.76E-01	3.30E-03	3.80E-05
1.79E-01	3.18E-03	3.66E-05
1.81E-01	3.07E-03	3.53E-05
1.84E-01	2.96E-03	3.43E-05
1.87E-01	2.85E-03	3.32E-05
1.89E-01	2.75E-03	3.24E-05
1.92E-01	2.65E-03	3.19E-05
1.94E-01	2.56E-03	3.13E-05
1.97E-01	2.47E-03	3.08E-05
2.00E-01	2.39E-03	3.04E-05
2.03E-01	2.30E-03	3.00E-05
2.05E-01	2.22E-03	2.96E-05
2.08E-01	2.15E-03	2.92E-05
2.11E-01	2.08E-03	2.89E-05
2.14E-01	2.01E-03	2.86E-05
2.17E-01	1.94E-03	2.83E-05
2.20E-01	1.87E-03	2.81E-05
2.23E-01	1.81E-03	2.78E-05
2.26E-01	1.75E-03	2.77E-05
2.30E-01	1.69E-03	2.75E-05
2.33E-01	1.63E-03	2.71E-05
2.36E-01	1.57E-03	2.69E-05
2.39E-01	1.52E-03	2.68E-05
2.43E-01	1.47E-03	2.66E-05
2.46E-01	1.41E-03	2.63E-05
2.49E-01	1.36E-03	2.62E-05
2.53E-01	1.31E-03	2.60E-05
2.56E-01	1.26E-03	2.59E-05
2.60E-01	1.21E-03	2.55E-05
2.64E-01	1.16E-03	2.52E-05
2.67E-01	1.11E-03	2.50E-05
2.71E-01	1.05E-03	2.46E-05
2.75E-01	9.87E-04	2.44E-05
2.79E-01	8.98E-04	2.40E-05
2.83E-01	6.63E-04	2.38E-05
2.86E-01	7.69E-04	6.19E-05
2.90E-01	8.70E-04	5.97E-05
2.95E-01	9.01E-04	5.77E-05
2.99E-01	9.14E-04	5.58E-05
3.03E-01	9.18E-04	5.39E-05
3.07E-01	9.15E-04	5.20E-05
3.11E-01	9.09E-04	5.03E-05
3.16E-01	8.99E-04	4.84E-05
3.20E-01	8.87E-04	4.67E-05
3.24E-01	8.74E-04	4.51E-05
3.29E-01	8.60E-04	4.36E-05
3.34E-01	8.45E-04	4.21E-05
3.38E-01	8.30E-04	4.06E-05
3.43E-01	8.14E-04	3.91E-05
3.48E-01	7.98E-04	3.77E-05
3.53E-01	7.82E-04	3.62E-05
3.57E-01	7.65E-04	3.50E-05
3.62E-01	7.47E-04	3.36E-05
3.68E-01	7.30E-04	3.24E-05
3.73E-01	7.13E-04	3.12E-05
3.78E-01	6.95E-04	3.00E-05
3.83E-01	6.78E-04	2.89E-05
3.88E-01	6.60E-04	2.77E-05
3.94E-01	6.42E-04	2.67E-05
3.99E-01	6.23E-04	2.56E-05
4.05E-01	6.00E-04	2.46E-05
4.11E-01	5.58E-04	2.68E-05
4.16E-01	5.73E-04	2.56E-05
4.22E-01	5.64E-04	2.46E-05
4.28E-01	5.52E-04	2.37E-05
4.34E-01	5.40E-04	2.27E-05
4.40E-01	5.26E-04	2.17E-05
4.46E-01	5.13E-04	2.09E-05
4.52E-01	4.99E-04	2.00E-05
4.59E-01	4.86E-04	1.92E-05
4.65E-01	4.72E-04	1.85E-05
4.72E-01	4.58E-04	1.77E-05
4.78E-01	4.45E-04	1.69E-05
4.85E-01	4.31E-04	1.62E-05
4.92E-01	4.17E-04	1.55E-05
4.98E-01	4.03E-04	1.50E-05
5.05E-01	3.89E-04	1.43E-05
5.12E-01	3.74E-04	1.37E-05
5.20E-01	3.60E-04	1.31E-05
5.27E-01	3.45E-04	1.25E-05
5.34E-01	3.28E-04	1.21E-05
5.42E-01	2.96E-04	1.15E-05
5.49E-01	2.95E-04	1.29E-05
5.57E-01	2.89E-04	1.23E-05
5.65E-01	2.77E-04	1.17E-05
5.72E-01	2.62E-04	1.13E-05
5.80E-01	2.46E-04	1.08E-05
5.88E-01	2.27E-04	1.04E-05
5.97E-01	2.03E-04	9.92E-06
6.05E-01	1.70E-04	9.51E-06
6.13E-01	9.51E-05	9.12E-06
6.22E-01	-8.49E-05	3.25E-05
6.31E-01	1.51E-04	3.08E-05
6.39E-01	1.93E-04	2.93E-05
6.48E-01	2.14E-04	2.78E-05
6.57E-01	2.26E-04	2.65E-05
6.67E-01	2.34E-04	2.51E-05
6.76E-01	2.39E-04	2.39E-05
6.85E-01	2.41E-04	2.28E-05
6.95E-01	2.42E-04	2.17E-05
7.04E-01	2.42E-04	2.07E-05
7.14E-01	2.41E-04	1.98E-05
7.24E-01	2.39E-04	1.89E-05
7.34E-01	2.37E-04	1.79E-05
7.45E-01	2.34E-04	1.71E-05
7.55E-01	2.31E-04	1.63E-05
7.65E-01	2.27E-04	1.55E-05
7.76E-01	2.23E-04	1.48E-05
7.87E-01	2.19E-04	1.41E-05
7.98E-01	2.15E-04	1.36E-05
8.09E-01	2.10E-04	1.30E-05
8.20E-01	2.05E-04	1.24E-05
8.32E-01	2.00E-04	1.18E-05
8.43E-01	1.94E-04	1.14E-05
8.55E-01	1.89E-04	1.11E-05
8.67E-01	1.83E-04	1.08E-05
8.79E-01	1.78E-04	1.07E-05
8.91E-01	1.75E-04	1.06E-05
9.04E-01	1.72E-04	1.05E-05
9.16E-01	1.70E-04	1.04E-05
9.29E-01	1.69E-04	1.01E-05
9.42E-01	1.67E-04	9.75E-06
9.55E-01	1.65E-04	9.36E-06
9.69E-01	1.63E-04	8.95E-06
9.82E-01	1.60E-04	8.54E-06
9.96E-01	1.57E-04	8.18E-06
1.01E+00	1.54E-04	7.81E-06
1.02E+00	1.51E-04	7.48E-06
1.04E+00	1.48E-04	7.16E-06
1.05E+00	1.44E-04	6.87E-06
1.07E+00	1.41E-04	6.58E-06
1.08E+00	1.38E-04	6.31E-06
1.10E+00	1.35E-04	6.05E-06
1.11E+00	1.32E-04	5.80E-06
1.13E+00	1.29E-04	5.57E-06
1.14E+00	1.26E-04	5.34E-06
1.16E+00	1.23E-04	5.12E-06
1.18E+00	1.20E-04	4.90E-06
1.19E+00	1.18E-04	4.70E-06
1.21E+00	1.15E-04	4.51E-06
1.23E+00	1.12E-04	4.32E-06
1.24E+00	1.10E-04	4.14E-06
1.26E+00	1.07E-04	3.97E-06
1.28E+00	1.05E-04	3.80E-06
1.30E+00	1.02E-04	3.62E-06
1.31E+00	9.98E-05	3.46E-06
1.33E+00	9.73E-05	3.30E-06
1.35E+00	9.49E-05	3.16E-06
1.37E+00	9.26E-05	3.01E-06
1.39E+00	9.03E-05	2.89E-06
1.41E+00	8.80E-05	2.75E-06
1.43E+00	8.58E-05	2.63E-06
1.45E+00	8.36E-05	2.51E-06
1.47E+00	8.15E-05	2.40E-06
1.49E+00	7.94E-05	2.29E-06
1.51E+00	7.74E-05	2.19E-06
1.53E+00	7.54E-05	2.09E-06
1.55E+00	7.35E-05	1.99E-06
1.57E+00	7.16E-05	1.91E-06
1.59E+00	6.97E-05	1.82E-06
1.62E+00	6.79E-05	1.74E-06
1.64E+00	6.61E-05	1.66E-06
1.66E+00	6.44E-05	1.59E-06
1.69E+00	6.27E-05	1.51E-06
1.71E+00	6.10E-05	1.44E-06
1.73E+00	5.94E-05	1.38E-06
1.76E+00	5.78E-05	1.31E-06
1.78E+00	5.63E-05	1.25E-06
1.81E+00	5.48E-05	1.20E-06
1.83E+00	5.33E-05	1.14E-06
1.86E+00	5.19E-05	1.09E-06
1.88E+00	5.05E-05	1.04E-06
1.91E+00	4.91E-05	9.91E-07
1.94E+00	4.78E-05	9.46E-07
1.96E+00	4.65E-05	9.03E-07
1.99E+00	4.53E-05	8.61E-07
2.02E+00	4.40E-05	8.22E-07
2.05E+00	4.29E-05	7.84E-07
2.07E+00	4.17E-05	7.49E-07
2.10E+00	4.06E-05	7.14E-07
2.13E+00	3.95E-05	6.81E-07
2.16E+00	3.84E-05	6.50E-07
2.19E+00	3.73E-05	6.20E-07
2.22E+00	3.63E-05	5.91E-07
2.25E+00	3.53E-05	5.64E-07
2.28E+00	3.44E-05	5.38E-07
2.32E+00	3.34E-05	5.13E-07
2.35E+00	3.25E-05	4.89E-07
2.38E+00	3.16E-05	4.66E-07
2.42E+00	3.07E-05	4.45E-07
2.45E+00	2.99E-05	4.24E-07
2.48E+00	2.91E-05	4.04E-07
2.52E+00	2.83E-05	3.85E-07
2.55E+00	2.75E-05	3.67E-07
2.59E+00	2.67E-05	3.50E-07
2.62E+00	2.60E-05	3.34E-07
2.66E+00	2.53E-05	3.19E-07
2.70E+00	2.46E-05	3.04E-07
2.74E+00	2.39E-05	2.89E-07
2.77E+00	2.32E-05	2.75E-07
2.81E+00	2.26E-05	2.62E-07
2.85E+00	2.19E-05	2.50E-07
2.89E+00	2.13E-05	2.38E-07
2.93E+00	2.07E-05	2.27E-07
2.97E+00	2.01E-05	2.16E-07
3.01E+00	1.96E-05	2.06E-07
3.06E+00	1.90E-05	1.97E-07
3.10E+00	1.85E-05	1.87E-07
3.14E+00	1.80E-05	1.78E-07
3.19E+00	1.75E-05	1.69E-07
3.23E+00	1.70E-05	1.61E-07
3.27E+00	1.65E-05	1.54E-07
3.32E+00	1.60E-05	1.46E-07
3.37E+00	1.56E-05	1.39E-07
3.41E+00	1.51E-05	1.32E-07
3.46E+00	1.47E-05	1.27E-07
3.51E+00	1.43E-05	1.20E-07
3.56E+00	1.38E-05	1.14E-07
3.61E+00	1.34E-05	1.09E-07
3.66E+00	1.31E-05	1.04E-07
3.71E+00	1.27E-05	9.84E-08
3.76E+00	1.23E-05	9.36E-08
3.81E+00	1.19E-05	8.90E-08
3.87E+00	1.16E-05	8.46E-08
3.92E+00	1.12E-05	8.05E-08
3.98E+00	1.09E-05	7.66E-08
4.03E+00	1.06E-05	7.28E-08
4.09E+00	1.02E-05	6.91E-08
4.14E+00	9.91E-06	6.58E-08
4.20E+00	9.58E-06	6.24E-08
4.26E+00	9.26E-06	5.93E-08
4.32E+00	8.94E-06	5.64E-08
4.38E+00	8.61E-06	5.36E-08
4.44E+00	8.25E-06	5.08E-08
4.50E+00	7.80E-06	4.83E-08
4.57E+00	6.36E-06	1.39E-07
4.63E+00	7.41E-06	1.32E-07
4.69E+00	7.36E-06	1.25E-07
4.76E+00	7.20E-06	1.20E-07
4.83E+00	6.82E-06	1.13E-07
4.89E+00	6.83E-06	1.46E-07
4.96E+00	6.80E-06	1.39E-07
5.03E+00	6.69E-06	1.32E-07
5.10E+00	6.55E-06	1.25E-07
5.17E+00	6.19E-06	1.20E-07
5.24E+00	6.26E-06	1.32E-07
5.32E+00	6.18E-06	1.25E-07
5.39E+00	6.07E-06	1.20E-07
5.47E+00	5.94E-06	1.14E-07
5.54E+00	5.82E-06	1.09E-07
5.62E+00	5.69E-06	1.04E-07
5.70E+00	5.56E-06	9.86E-08
5.78E+00	5.43E-06	9.37E-08
5.86E+00	5.30E-06	8.92E-08
5.94E+00	5.18E-06	8.50E-08
6.02E+00	5.05E-06	8.08E-08
6.11E+00	4.93E-06	7.69E-08
6.19E+00	4.80E-06	7.33E-08
6.28E+00	4.68E-06	6.97E-08
6.36E+00	4.57E-06	6.62E-08
6.45E+00	4.45E-06	6.30E-08
6.54E+00	4.34E-06	6.00E-08
6.63E+00	4.23E-06	5.70E-08
6.73E+00	4.12E-06	5.43E-08
6.82E+00	4.01E-06	5.16E-08
6.92E+00	3.91E-06	4.91E-08
7.01E+00	3.80E-06	4.67E-08
7.11E+00	3.71E-06	4.44E-08
7.21E+00	3.61E-06	4.22E-08
7.31E+00	3.51E-06	4.01E-08
7.41E+00	3.42E-06	3.82E-08
7.51E+00	3.33E-06	3.63E-08
7.62E+00	3.24E-06	3.45E-08
7.73E+00	3.15E-06	3.28E-08
7.83E+00	3.07E-06	3.12E-08
7.94E+00	2.99E-06	2.97E-08
8.05E+00	2.91E-06	2.82E-08
8.17E+00	2.83E-06	2.68E-08
8.28E+00	2.75E-06	2.54E-08
8.39E+00	2.68E-06	2.42E-08
8.51E+00	2.61E-06	2.30E-08
